編碼,客家語,客語標音,華語詞義,例句,翻譯,備註,詞性1,詞性2,分類
8-92,攕子,ciamˆ zu^ ,叉子,阿依教阿弟用攕子叉水果。,媽媽教弟弟用叉子叉水果。,,名詞,,8居家生活
8-93,菜單,coi^ danˇ ,菜單,菜單面上有真多路菜。,菜單上有很多樣菜。,,名詞,,8居家生活
8-94,鑊皮,bboo piˋ ,鍋巴,結鑊皮,結成鍋巴,,名詞,,8居家生活
8-95,飯包,pon bauˇ ,飯盒、便當,晨早雄雄傱傱，飯包嗄添放隨着。,早上匆匆忙忙的，飯盒竟然忘記帶到。,,名詞,,8居家生活
8-96,飯斗（飯桶）,pon deu^ (pon tung^) ,飯桶,三十暗夜个飯斗－－無閒。,除夕夜的飯桶裡面都裝滿了飯，沒有空下來的。比喻很忙，沒得空閒。,,名詞,,8居家生活
8-97,茶米,caˋ mi^ ,茶葉,無半兜仔茶米啊！韶日買一罐轉來。,沒半點茶葉了，明天買一罐回來。,,名詞,,8居家生活
8-98,紅茶,fungˋ caˋ ,紅茶,,,,名詞,,8居家生活
8-99,燸茶,lungˋ/nungˋ caˋ ,煮茶,人客來啊，較緊去燸茶得人啉。,客人到了，趕快去煮茶給人喝。,,動詞,,8居家生活
8-100,撮鹽,zebˊ rhiamˋ ,用手指抓取鹽巴,撮鹽撒落去。,撮鹽撒下去。,,動詞,,8居家生活
8-101,煮食,zhi^ shiedˋ ,烹煮食物,真會煮食,很會烹飪,,動詞,,8居家生活
8-102,炊,cheˇ ,蒸,炊卵,蒸蛋,,動詞,,8居家生活
8-103,煎,zienˇ ,煎,食肚略略仔枵枵，煎粄來食好無？,肚子有點餓，煎粄來吃好嗎？,,動詞,,8居家生活
8-104,紅糟,fungˋ zooˇ ,紅麴酒糟,阿依見過年，會做一兜紅糟。,媽媽每次過年，會弄一些紅麴酒糟。,,名詞,,8居家生活
8-105,焿粽,ginnˇ zung^ ,鹼粽,䌈焿粽,包鹼粽,,名詞,,8居家生活
8-106,雞卵,geˇ lon^ ,雞蛋,頭家！雞卵一斤幾多錢？,老闆！雞蛋一斤多少錢？,,名詞,,8居家生活
8-107,冰淇淋,bin ciˊ linˊ ,冰淇淋,細子人真愛食冰淇淋。,小孩子很喜歡吃冰淇淋。,,名詞,,8居家生活
8-108,冰角,binˇ gooˊ ,冰塊,天氣恁熱，食米篩目加一兜冰角，猶較好。,天氣那麼熱，吃米苔目加點冰塊，還更棒。,,名詞,,8居家生活
8-109,滾水,gun^ fi^ ,開水,渟杯滾水來,倒杯開水來,,名詞,,8居家生活
8-110,煙腸,rheenˇ chongˋ ,香腸,烘煙腸,烤香腸,,名詞,,8居家生活
8-111,麥子酒,ma zu^ ziu^ ,啤酒,一罐麥子酒,一罐啤酒,,名詞,,8居家生活
8-112,饅頭,manˋ teuˋ ,饅頭,捼饅頭,揉饅頭,,名詞,,8居家生活
8-113,覆菜,puˊ coi^ ,福菜,這係自家做个覆菜。,這是自己做的福菜。,,名詞,,8居家生活
8-114,粢,ciˋ ,粢粑，客家米食的一種,"做粢
貓扡粢－－難㪐爪
斷粢","製作麻糬
麻糬具有黏性，而貓用爪子去抓它，就會被黏住難以掙脫；用以比喻人身陷困境，難以脫離。
用手把整團麻糬捏斷成小塊。",,名詞,,8居家生活
8-115,三層肉,samˇ cenˋ ngiuˊ ,五花肉,三層肉搵橘醬食,五花肉沾桔醬吃,,名詞,,8居家生活
8-116,豬舌,zhiˇ sheedˋ ,豬舌頭,豬舌炒紫蘇真合味。,豬舌頭炒紫蘇很對味。,,名詞,,8居家生活
8-117,豬血,zhiˇ fiedˊ ,豬血,豬血湯,豬血湯,,名詞,,8居家生活
8-118,豬腰子,zhiˇ rhiooˇ zu^ ,豬腎,做月會用食豬腰子。,坐月子可以吃豬腎。,,名詞,,8居家生活
8-119,腰內肉,rhiooˇ nui ngiuˊ ,小里肌肉,阿依買一𢿞腰內肉轉來。,媽媽買一條小里肌肉回來。,,名詞,,8居家生活
8-120,摸蜆子,miaˇ heen^ zu^ ,摸河蜆,晨早𠊎去河溪摸蜆子。,早上我去河邊摸河蜆。,,動詞,,8居家生活
8-121,挨粄,eˇ ban^ ,把米和水磨成米漿,做甜粄愛先挨粄。,做年糕要先磨粄漿。,,動詞,,8居家生活
8-122,燜,mun,一種烹飪方法。把鍋蓋緊蓋，用微火將食物煮熟或燉爛,燜糯米飯,燜糯米飯,,動詞,,8居家生活
8-123,料理,leeu li^ ,料理,客家料理一等好食。,客家料理特別好吃。,,名詞,,8居家生活
8-124,落菜,loo coi^ ,入菜,創意料理真輒用果子落菜。,創意料理很常以水果入菜。,,動詞,,8居家生活
8-125,入味,ngibˋ bbi,入味,豬腳烳越久越入味。,豬腳熬越久越入味。,,動詞,,8居家生活
8-126,暖,nonˇ ,加熱,"暖菜。
暖水。","把冷掉的菜再加熱。
燒熱水。",,動詞,,8居家生活
8-127,炸,zinn^ ,油炸,年過了，阿媽會炸甜粄得大家食。,年節過後，奶奶會炸甜年糕給大家吃。,,動詞,,8居家生活
8-128,菜炸,coi^ zinn^ ,油炸的菜，一種將根莖類（如地瓜、紅蘿蔔或芋頭等）蔬菜拌入粉漿後油炸而成的菜餚,菜炸真香,油炸的菜很香,,名詞,,8居家生活
8-129,焙,pue,烘烤,"八月半焙肉。
這幾下日直直落雨，衫無焙毋會燥。","中秋節烤肉。
這幾天一直下雨，衣服不烘不會乾。",,動詞,,8居家生活
8-130,煠,sabˋ ,以水燙煮食物,"雞煠好吂？煠好得𠊎一隻好無？
煠豬肉。
煠菜。","雞肉燙好了嗎？燙好給我一隻好嗎？
燙豬肉。
燙青菜（用水燙煮再沾醬食用）。",,動詞,,8居家生活
8-131,燒水,shiooˇ fi^ ,熱水,毋好得燒水熝着哦！,不要被熱水燙到了喔！,,名詞,,8居家生活
8-132,熟,shu ,熟（烹煮至可食的程度）,這牛肉紅紅，有熟無？,這牛肉紅紅的，有熟嗎？,,形容詞,,8居家生活
8-133,烳番薯,puˋ hanˇ shiˋ ,以熱灰燼燜烤番薯,寒天時，大人細子攏愛烳番薯食。,冬天時，大人小孩都喜歡烤地瓜吃。,,動詞,,8居家生活
8-134,西餐,seˇ conˇ ,西餐,在臺灣，毋管討食桌菜抑係西餐，各樣料理攏有。,在臺灣，不管要吃合菜還是西餐，各種料理都有。,,名詞,,6自然與景觀
8-135,此腔無此詞條,,,,,,,,
8-136,此腔無此詞條,,,,,,,,
9-1,矮細,e^ se^ ,矮小,佢身形較矮細。,他體型比較矮小。,,形容詞,,9抽象概念與形容
9-2,半燒冷,ban^ shiooˇ lenˇ ,半冷半熱,半燒冷个水，洗浴堵堵好。,半冷半熱的水，洗澡剛剛好。,,形容詞,,9抽象概念與形容
9-3,飽滿,bau^ man^ ,飽滿,"佢天庭飽滿，真有福氣。
這穀猶吂飽滿。","他額頭飽滿，很有福氣。
這稻穀還沒很飽滿。",,形容詞,,9抽象概念與形容
9-4,表面,bioo^ mien^ ,表面,佢表面上係按講，私底下即毋知啊,他表面上是那樣說，私底下就不知道了！,,名詞,,9抽象概念與形容
9-5,祕密,bi^ medˋ ,祕密,這個祕密毋會用拁人講。,這個祕密不能跟別人說。,,名詞,,9抽象概念與形容
9-6,保守,boo^ shiu^ ,保守,佢這儕人較保守。,他這個人比較保守。,,形容詞,,9抽象概念與形容
9-7,背景,pue gin^ ,背景,時代背景,時代背景,,名詞,,9抽象概念與形容
9-8,落飯,loo pon,下飯,菜脯真落飯,蘿蔔乾很下飯,,副詞,,9抽象概念與形容
9-9,差不多,caˇ budˊ dooˇ ,差不多,"差不多討食了啊！
兩儕生做差不多。
恁毋聽事，較差不多兜！","差不多快吃完了。
兩個人長得差不多。
這麼不聽話，差不多一點！（別太過分了！）",,副詞,,9抽象概念與形容
9-10,程度,chinˋ tu ,程度,佢个英文程度真好。,他的英文程度很好。,,名詞,,9抽象概念與形容
9-11,齊,ceˋ ,整齊；齊全,"拁書排得佢齊。
物件抸齊吂？","把書排整齊。
東西帶齊了嗎？",,形容詞,,9抽象概念與形容
9-12,自私,cu suˇ ,自私,做人毋好恁自私。,做人不要那麼自私。,,形容詞,,9抽象概念與形容
9-13,深,chimˇ ,深,這潭水真深，毋好落去賞水。,這潭水很深，不要下去玩水。,,形容詞,,9抽象概念與形容
9-14,臭酸,chiu^ sonˇ ,餿味,這飯仰子鼻起來臭酸臭酸。,這飯怎麼聞起來有餿味。,,形容詞,,9抽象概念與形容
9-15,臭羴,chiu^ hien^,羶臊味，臊味,佢个羊肉毋會臭羴，真好食。,他的羊肉不會有羶臊味，很好吃。,,形容詞,,9抽象概念與形容
9-16,臭臊,chiu^ sooˇ,形容魚、蝦等水產所發出的腥臭味,這魚真臭臊。,這魚的腥味很重。,,形容詞,,9抽象概念與形容
9-17,重點,chungˇ deem^ ,重點,講事愛講重點,講話要講重點,,名詞,,9抽象概念與形容
9-18,聰明,cungˇ meenˋ/menˋ ,聰明,佢仰子會恁聰明？,他怎麼會這麼聰明？,,形容詞,,9抽象概念與形容
9-19,單純,danˇ shunˋ ,單純,𠊎在單純个家庭出世。,我在單純的家庭出生。,,形容詞,,9抽象概念與形容
9-20,攔緊,lanˋ gin^ ,趕忙,慢慢子來，毋使恁攔緊。,慢慢來，不用那麼急。,,形容詞,,9抽象概念與形容
9-21,恬靜,diamˇ cin,安靜無聲,莊下暗夜時十點空即足恬靜。,鄉下晚上十點左右就很安靜。,,形容詞,,9抽象概念與形容
9-22,適當,shidˊ dong^ ,適當,擇出頭適當个人去參加比賽。,選出最適當的人去參加比賽。,,形容詞,,9抽象概念與形容
9-23,短短,don^ don^ ,短短的,頭那毛剪到短短，較好整理。,頭髮剪得短短的，比較好整理。,,形容詞,,9抽象概念與形容
9-24,當地,dongˇ ti,當地,這𠊎毋知，可能愛問當地人正知。,這我不知道，可能要問當地人才知道。,,形容詞,,9抽象概念與形容
9-25,真爽快,zhinˇ song^ kuai^ ,很舒爽,寒天洗燒水真爽快。,冬天洗熱水澡很舒爽。,,形容詞,,9抽象概念與形容
9-26,老實,loo^ shidˋ ,忠厚老實,阿哥係真老實个人。,哥哥是很忠厚老實的人。,,形容詞,,9抽象概念與形容
9-27,法度,fadˊ tu,辦法,佢強強討按，𠊎有麼个法度？,他硬要這樣，我有什麼辦法？,,名詞,,9抽象概念與形容
9-28,壞處,fai chi^ ,壞處,你感覺這方法有麼个壞處？,你覺得這方法有什麼壞處？,,名詞,,9抽象概念與形容
9-29,範圍,fan bbiˋ ,範圍,這擺考試个範圍真闊。,這次考試的範圍很廣。,,名詞,,9抽象概念與形容
9-30,狡怪,gau^ guai^ ,頑皮,這個細子狡怪擱毋聽人講，真難管教。,這孩子頑皮又不聽話，很難管教。,,形容詞,,9抽象概念與形容
9-31,環境,kuanˋ gin^ ,環境,保麗龍愛少用，若無會造成環境污染。,保麗龍要少用，要不然會造成環境污染。,,名詞,,9抽象概念與形容
9-32,費氣,fui^ ki^ ,麻煩、費事,這滿繳稅無像成過堅費氣，有各種方法會使用。,現在繳稅不像以前那麼麻煩，有各種方法可以使用。,,形容詞,,9抽象概念與形容
9-33,方案,fongˇ on^ ,方案,這方案好係好，毋過猶愛考慮一下。,這方案好是好，不過還是要考慮一下。,,名詞,,9抽象概念與形容
9-34,赴毋會着,fu^ mˋ moi choo,遲到、來不及,較緊兜，去機場个時間討赴毋會着啊。,快一點，去機場的時間快來不及了。,,動詞,,9抽象概念與形容
9-35,糊塗,fuˋ tuˋ ,糊塗,仰子會恁糊塗？今日愛補課嗄來睡過頭！,怎麼會這麼糊塗？今天要補課卻睡過頭！,,形容詞,,9抽象概念與形容
9-36,福利,fuˊ li ,福利,社會福利做到真好,社會福利做得很好,,名詞,,9抽象概念與形容
9-37,價值,ga^ chidˋ (ge^ dadˋ) ,價值,這領衫特別貴，布料嗄恁粗，無遐个價值。,這件衣服特別貴，布料卻這麼粗，沒那個價值。,,名詞,,9抽象概念與形容
9-38,家鄉,gaˇ hiongˇ ,家鄉,佢離開家鄉到都市去打拚。,他離開家鄉到都市去打拼。,,名詞,,9抽象概念與形容
9-39,和諧,fooˋ haiˋ ,和諧；有默契,佢兩儕講相聲真和諧。,他們倆說相聲很有默契。,,形容詞,,9抽象概念與形容
9-40,感情,gam^ cinˋ ,感情,講着錢，即會打壞感情。,談到錢，就會破壞感情。,,名詞,,9抽象概念與形容
9-41,尷尬,gamˇ gai^ ,尷尬，不乾脆的樣子,這實在足尷尬哦！毋知收好抑毋收好？,這實在很尷尬哦！不知道收好還是不收好？,,形容詞,,9抽象概念與形容
9-42,奸詭,gienˇ gui^ ,狡猾,佢人真奸詭。,他這個人很狡猾。,,形容詞,,9抽象概念與形容
9-43,記性,gi^ sin^ ,記性,"這駁子記性真差。
佢真無記性，一句事都記毋會起來。","這陣子記性很差。
他記性很差，一句話都記不起來。",,名詞,,9抽象概念與形容
9-44,基本,giˇ bun^ ,基本,"這題數學真基本。
這恁基本个事情，敢猶愛人教？","這題數學很基本。
這那麼基本的事情，還需要人教嗎？",,形容詞,,9抽象概念與形容
9-45,技巧,giˇ kau^ ,技巧,"講事个技巧
做事愛有技巧","講話的技巧
做事要有技巧",,名詞,,9抽象概念與形容
9-46,基礎,giˇ cu^ ,基礎,基礎愛打好正會穩,基礎要打好才會穩,,名詞,,9抽象概念與形容
9-47,偎,bba^ ,靠近,"偎過來，正聽會清楚。
毋好和佢行傷偎。","靠過來，才聽得清楚。
不要和他走太近。",,形容詞,,9抽象概念與形容
9-48,急性,gibˊ  sin^ ,急性子,佢較急性。,他性子比較急。,,形容詞,,9抽象概念與形容
9-49,激烈,gidˊ liedˋ ,激烈,比賽十分激烈,比賽十分激烈,,形容詞,,9抽象概念與形容
9-50,結果,giedˊ goo^ ,最後、結果,講恁多，結果猶係愛自家做。,講那麼多，結果還是要自己做。,,名詞,,9抽象概念與形容
9-51,堅強,gienˇ kiongˋ/kiungˋ ,堅強,爺哀連續過身，佢猶係真堅強。,父母相繼過世，他還是很堅強。,,形容詞,,9抽象概念與形容
9-52,經驗,genˇ ngiam,經驗,這師傅煮食經驗真足。,這師傅烹飪的經驗很豐富。,,名詞,,9抽象概念與形容
9-53,過毛絕代,goo^ moˇ ciedˋ toi,（貶）罵人之語，意指別人很壞,實在真過毛絕代！,實在很壞！,,副詞,,9抽象概念與形容
9-54,高大,gooˇ tai,高大,阿哥像阿爸，生做高大高大。,哥哥像爸爸，長得很高大。,,形容詞,,9抽象概念與形容
9-55,膏膏,gooˋ gooˋ ,黏稠貌,麵煮忒久，煮到膏膏啊。,麵煮太久，煮得糊糊的了。,,形容詞,,9抽象概念與形容
9-56,各式各樣,gooˊ shidˊ gooˊ rhiong,各式各樣,店內底有賣各式各樣个褲,店裡有賣各式各樣的褲子,,形容詞,,9抽象概念與形容
9-57,快,kuai^ ,容易,這即無恁快做，莫想講恁簡單。,這可沒那麼容易做，別以為很簡單。,,形容詞,,9抽象概念與形容
9-58,觀念,guanˇ neem ,觀念,佢个觀念猶真傳統。,他的觀念還很傳統。,,名詞,,9抽象概念與形容
9-59,講法,gong^ fadˊ ,說法,這講法𠊎毋識聽過，麼儕拁你講个？,這說法我不曾聽過，誰跟你說的？,,名詞,,9抽象概念與形容
9-60,光爁爁,gongˇ na^ na^ ,很明亮,遐葩路燈光爁爁。,那盞路燈很明亮。,,形容詞,,9抽象概念與形容
9-61,孤僻,guˇ piaˊ ,孤僻,這個人真孤僻，全無朋友。,這人很孤僻，都沒有朋友。,,形容詞,,9抽象概念與形容
9-62,孤單,guˇ danˇ ,孤獨；孤單,一個人蹛真孤單,一個人住很孤單,,形容詞,,9抽象概念與形容
9-63,乖,guaiˇ ,乖,"你乖乖坐个莫烏白走。
厥女真乖，真聽事。","你乖乖坐著別亂跑。
他的女兒很乖，很聽話。",,形容詞,,9抽象概念與形容
9-64,規矩,guiˇ gi^ ,規矩,毋會用恁無規矩，知無？,不可以這麼沒有規矩，知道嗎？,,名詞,,9抽象概念與形容
9-65,公平,gungˇ piangˋ ,公平,做裁判愛公平,當裁判要公平,,形容詞,,9抽象概念與形容
9-66,工夫,gungˇ fuˇ ,細心周到,佢辦事真工夫，麼个事情攏做到好勢好勢。,他辦事很細心周到，什麼事情都處理得很妥當。,,形容詞,,9抽象概念與形容
9-67,罕得,han^ dedˊ ,難得,罕得䀴着佢兩姊嫂作垺出門。,難得看到她們兩妯娌一起出門。,,形容詞,,9抽象概念與形容
9-68,效果,hau goo^ ,效果,這藥效果無幾好。,這藥效果不是很好。,,名詞,,9抽象概念與形容
9-69,好運,hoo^ bbin,幸運,佢得著這擺个頭獎，實在真好運。,他得到這次的頭獎，實在很幸運。,,形容詞,,9抽象概念與形容
9-70,險險,hiam^ hiam^ ,差一點,駛車攏無䀴路，險險碰着人。,開車都沒看路，差一點撞到人。,,形容詞,,9抽象概念與形容
9-71,翕,hibˊ ,悶熱,間底恁翕，討開窗門無？,房間裡這麼悶熱，要開窗戶嗎？,,形容詞,,9抽象概念與形容
9-72,現實,hien shidˋ ,現實,細子䀴着糖正會喊人，真現實！,小孩看到糖果才會跟人打招呼，真是現實！,,形容詞,,9抽象概念與形容
9-73,賢孝,hienˋ hau^,孝順,子女愛對爺哀賢孝。,子女要孝順父母。,,形容詞,,9抽象概念與形容
9-74,形體,hinˋ te^ ,形狀,河豚和海豬形體差十分多。,河豚和海豚體型差十分多。,,名詞,,9抽象概念與形容
9-75,莊下,zongˇ ha,鄉下,阿舅在莊下作田。,舅舅在鄉下種田。,,名詞,,9抽象概念與形容
9-76,好處,hoo^ chi^,好處,運動對身體有足多好處。,運動對身體有很多好處。,,名詞,,9抽象概念與形容
9-77,好空,hoo^ kungˇ ,好運；好事,"仰子恁好空？一轉來即有點心食
有麼个好空記得喊𠊎哦！","怎麼這麼好運？一回來就有點心吃。
有什麼好事記得告訴我啊！",,名詞,,9抽象概念與形容
9-78,寒,honˋ ,寒冷,著恁少，毋會寒哦？,穿那麼少，不會冷哦？,,形容詞,,9抽象概念與形容
9-79,意義,rhi^ ngi,意義,辦這活動真有意義。,辦這活動很有意義。,,名詞,,9抽象概念與形容
9-80,意外,rhi^ nguai,意外,"若係有麼个意外正拁你講。
工地做事真輒會發生意外，愛細義！","如果有什麼意外再跟你說。
工地工作很容易發生意外，要小心！",,名詞,,9抽象概念與形容
9-81,毋會靠,mˇ moi koo^ ,不可靠,這個人，單單擐一支嘴，毋會靠。,這個人，光說不練，不可靠。,,形容詞,,9抽象概念與形容
9-82,如意,rhiˋ rhi^ ,如意,萬事如意,萬事如意,,形容詞,,9抽象概念與形容
9-83,緣投,rhenˋ dauˋ ,英俊,少年个真緣投,小哥很英俊,,形容詞,,9抽象概念與形容
9-84,要緊,rhioo^ gin^ ,要緊；重要,"你跌倒啊，腳膝頭有要緊無？
較要緊个事情愛較緊先做。","你跌倒了，膝蓋有要緊嗎？
比較重要的事要快點先做。",,形容詞,,9抽象概念與形容
9-85,任務,rhim bbu ,任務,這擺任務真重要。,這次的任務很重要。,,名詞,,9抽象概念與形容
9-86,癢,rhiongˇ ,癢,"得蚊叮着真癢。
恁毋知分寸，皮癢係無？","被蚊子叮到很癢。
這麼不知道分寸，皮癢是嗎？",,形容詞,,9抽象概念與形容
9-87,幼幼,rhiu^ rhiu^ ,小小的或細細的,菜脯剁到幼幼正包粽。,蘿蔔乾剁得細細的再包粽子。,,形容詞,,9抽象概念與形容
9-88,有效,rhiuˇ hau,有效,這食嗽个藥水真有效。,這咳嗽藥水很有效。,,形容詞,,9抽象概念與形容
9-89,優點,rhiuˇ deem^ ,優點,厥妹子朋友優點真多。,他的女朋友優點很多。,,名詞,,9抽象概念與形容
9-90,有孝,rhiuˇ hau^ ,孝順,佢兩姊妹真有孝。,他們兩姊妹很孝順。,,形容詞,,9抽象概念與形容
9-91,優秀,rhiuˇ siu^ ,優秀,佢个細子逐個都足優秀。,他的孩子每個都很優秀。,,形容詞,,9抽象概念與形容
9-92,友誼,rhiu^ ngiˋ ,友誼,恁多年个友誼，實在難得。,那麼多年的友誼，實在難得。,,名詞,,9抽象概念與形容
9-93,命,miang,命運,人个命係自家會用把扼个。,人的命運是自己可以掌握的。,,名詞,,9抽象概念與形容
9-94,氣運,ki^ bbin,運氣,佢今年氣運真好。,他今年運氣很好。,,名詞,,9抽象概念與形容
9-95,永遠,bbin^ bbien^ ,永遠,𠊎永遠記得你个恩情,我永遠記得你的恩情,,形容詞,,9抽象概念與形容
9-96,勻,bbinˋ ,使均勻,拁穀勻開來炙,把稻穀均勻地鋪開晒太陽,,動詞,,9抽象概念與形容
9-97,用法,rhung fadˊ ,用法,藥袋後背有寫用法。,藥袋後面有寫用法。,,名詞,,9抽象概念與形容
